id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred,pred_a,pred_m
P163830,2017,0.14,0.14,0.0,"Somalia Emergency Drought Response and Recovery Project The Project Development Objective is to address the immediate needs of the drought affected people within the territory of the Federal Republic of Somalia, and support resilient recovery through the provision of livelihood opportunities and the restoration of agricultural and pastoral production. The development objective of Emergency Drought Response and Recovery Project is to address the immediate needs of the drought affected people within the territory of the Federal Republic of Somalia, and support resilient recovery through the provision of livelihood opportunities and the restoration of agricultural and pastoral production. This project has two components. 1) The first component, Programmatic Support to International Committee of the Red Cross (ICRC) for Immediate Drought Response, aims to support ICRC’s ongoing multidisciplinary response to immediate needs arising out of the country-wide impacts of the drought in Somalia.  It has the following four subcomponents: (i) Meeting Urgent Food Security Needs; (ii) Improving Access to Water, Sanitation and Hygiene; (iii) Improving Access to Healthcare and Nutrition; and (iv) Project Management. 2) The second component, Programmatic Support to Food and Agriculture Organization of the United Nations (FAO) for Immediate Drought Response and Recovery, aims to support the FAO’s Drought Response and Famine Prevention Plan for 2017, with the objective of increasing immediate access to food, safeguarding livelihoods and assets, and supporting the sustainable recovery of agriculture, pastoral and agro-pastoral livelihood systems in target communities. It has the following five subcomponents: (i) Cash-for-Work for Immediate Food Needs and Water Infrastructure Rehabilitation; (ii) Emergency Cash and Agricultural Livelihood Support; (iii) Restoration of Pastoral Livelihoods; (iv) Strengthening Disaster Preparedness, Monitoring and Early Warning Systems; and (v) Project Management.",0.50712633,0.4995869,-0.033823214
P165128,2021,0.45,0.1,0.35,"Boosting Inclusive Growth for Zanzibar: Integrated Development Project The project development objective (PDO) is to increase access to improved living conditions and service delivery in targeted areas in Zanzibar and to enhance institutional capacity of the government. The development objective of the Boosting Inclusive Growth for Zanzibar : Integrated Development Project for Tanzania is to increase access to improved living conditions and service delivery in targeted areas in Zanzibar and to enhance institutional capacity of the government. The project comprises of four components. The first component, area-based integrated urban and infrastructure development finances investments in infrastructure and basic services as well as various support programs to improve the livelihoods of local residents in three types of areas in Zanzibar: (a) urban core, (b) fast-growing urban areas, and (c) towns and villages. It consists of following sub-components: (i) urban core revitalization and mobility improvements; (ii) upgrading and management of fast-growing urban areas; and (iii) integrated local area development (LAD) for towns and villages. The second component, strengthening institutions for urban management and encouraging innovation focuses on institutional development and capacity building, including municipal finance, information and communication technology (ICT), urban management, and enhancing the enabling and regulatory environment. It consists of following sub-components: (i) institutional strengthening and use of technology in governance; (ii) urban planning, management, and regulations; and (iii) feasibility studies and detailed design for future urban upgrading and mobility improvement projects. The third component, project management, monitoring and evaluation finances the direct costs of the management and operation of this project, including the cost of maintaining the project management team (PMT) and the engagement of a project management consultancy (PMC), to ensure smooth implementation of all project activities in accordance with the World Bank’s policies and guidelines. The fourth component, contingent emergency response will have no funding allocation initially and will draw resources from other categories with unallocated expenditure in the case of activation.",0.22680499,0.12171126,0.12988314
P154112,2016,0.0,0.0,0.0,"Sustainable Rural Sanitation Services Program for Results To strengthen institutions and policies for increasing access and improving rural sanitation services in selected governorates in the Arab Republic of Egypt. The development objective of the Sustainable Rural Sanitation Services Program for Results Project for Egypt is to strengthen institutions and policies for increasing access and improving rural sanitation services in the Governorates of Beheira, Dakahliya, and Sharkiya in Egypt. The program activities are described through three key result areas: (1) improved sanitation access; (2) improved operational systems and practices of water and sanitation company (WSCs); and (3) strengthened national sector framework, and the scope of each results area. The strategy supported by the national rural sanitation program (NRSP) includes harnessing economies of scale by clustering villages to enhance the technical, economic, environmental, and social feasibility of wastewater treatment systems. The initial focus of the Government of Egypt (GoE) is to improve access and services in 769 villages in seven governorates that discharge untreated wastewater into the Al Salam Canal and the Rosetta Branch, which is estimated to require investments of about United States (U.S.) 2.8 billion dollars. The program is a results-based program supported by the World Bank aimed at strengthening institutions and systems to provide greater access and improved service delivery of rural sanitation services in three governorates in the Nile Delta. The program builds on the government’s decision to shift from a centralized model of service delivery to a decentralized model that empowers the WSCs to improve service provision. The program focuses on the three WSCs operating respectively in the governorates of Beheira, Dakahliya, and Sharkiya respectively and helps to reduce poverty and enhance shared prosperity in these areas. The program will put in place a system of performance-based capital grant (PBCGs) from the Central Government to the WSCs to support priority rural sanitation investments identified through the five year plans and included in the annual capital investment plan of the WSCs.",0.45310885,0.22767359,0.14159676
P174336,2021,0.38,0.38,0.0,"Guinea-Bissau Emergency Food Security Project (i) to support increased food crop production; and (ii) increase access to food for consumption by food insecure households in Guinea-Bissau The objectives of the Emergency Food Security Project for Guinea-Bissau are (i) to support increased food crop production; and (ii) increase access to food for consumption by food insecure households. The project has five components. (1) Support to Agricultural Production component will support an accelerated supply response focused on preserving/restoring the productive capacity of 50,000 eligible farming households, to enable them to effectively engage in continued and expanded production of key staple foods in the short - to medium -term (6-24 months). (2) Support to Community Safety Nets component will ensure household food security for sections of the communities affected by job losses, by mitigating the expected shortfalls in their incomes through support for public community-level works. This activity will target 10,000 beneficiaries, and its focus will be on establishing public assets that would contribute to or enhance the impact of support under Component 1, as well as those that foster adaptation to climate change. (3) Support to Risk Mitigation component will explore the feasibility, and then pilot the implementation of locally appropriate market risk management measures for the cashew sector. This will serve to strengthen the resilience of the sector to market risks that the sector is increasingly exposed to (e.g. a price drop in 2018, current disruptions to the global supply chains) and would lay the ground for a sustainable recovery. (4) Project Management and Monitoring and Evaluation component will support Ministry of Agriculture and Rural Development in facilitating efficient implementation of project activities and tracking of results. The component will finance activities related to project coordination and management, including developing annual work plans and budgets, financial management (FM) and procurement, safeguards compliance, project monitoring and evaluation (M&E), citizen engagement as well as a Grievance Redress Mechanism (GRM). (5) Contingent Emergency Response component will finance eligible expenditures in case of natural or man-made crises, disasters, severe economic shocks, or other crises and emergencies in Guinea-Bissau. Implementation of this component will follow a detailed Contingent Emergency Response Implementation Plan (CERIP) satisfactory to the World Bank that will be prepared for each eligible crisis.",0.28902745,0.24853593,0.06817015
P123828,2013,0.0,0.0,0.0,"Second Rural Transport Improvement Project The proposed Project Development Objective is: To improve rural accessibility in project areas (covering 26 districts) and strengthen institutional capacity for sustainable rural road maintenance. The development objective of the Second Rural Transport Improvement Project is to improve rural accessibility in project areas (covering 26 districts) and strengthen institutional capacity for sustainable rural road maintenance. There are four components to the project. The first component of the project is accessibility improvement. The second component of the project is institutional strengthening, capacity building and governance enhancement. The institutional strengthening aspect builds on and further improves the functioning of the Local Government Engineering Department (LGED) through: 1) capacity building to enhance LGED performance, governance and accountability; and 2) performance monitoring and training. The third component of the project is rural transport safety. This component include technical assistance support for integrating road safety engineering measures and awareness building to ensure improved safety along project roads. The fourth component of the project is contingent emergency response component. This component will draw resources from the unallocated expenditure category and/or allow the Government of Bangladesh (GoB) to request the bank to re-categorize and reallocate financing from other project components to partially cover emergency response and recovery costs. This component could also be used to channel additional funds should they become available as a result of the emergency.",0.18457398,0.12803952,0.076330684
P152064,2017,0.0,0.0,0.0,"Albania Financial Sector DPL Project Development ObjectiveThe program development objective is to strengthen the resiliency of the banking sector, and regulation and supervision of nonbanks.Board Schedule Comments The development objective of Financial Sector Development Policy Loan (DPL) Project for Albania is to strengthen the resiliency of the banking sector and the regulation and supervision of nonbank financial institutions. The DPL is structured around three pillars: (a) adopting policy measures to reduce nonperforming loans (NPLs) and enhance the financial safety net, (b) strengthening regulation, supervision, and resolution regime of banks and Savings and Credit Associations (SCAs), and (c) strengthening the regulation and supervision of investment funds. This operation  directly contributes to the Country Partnership Framework (CPF) 2015-2019 Focus Area  1 objective to improve financial stability. The first focus area includes three CPF objectives that aim to support Albania’s efforts to improve fiscal sustainability, strengthen public investment management, and improve financial stability. The World Bank has been providing substantial support to Albania in recent years, through several development policy operations and the objective of this operation is to enhance Albania’s competitiveness through improving the investment regime, facilitating trade, and making it easier to do business.",0.03561747,0.027959999,-0.018074138
P123673,2011,0.0,0.0,0.0,"SENEGAL Tertiary Education Governance and Financing For Results The project development objective is to enhance the efficiency and quality of the higher education system and the oversight and accountability of higher education institutions (HEI). The objective of the Tertiary Education Governance and Financing for Results Project for Senegal is to enhance the efficiency and quality of the higher education system and the oversight and accountability of Higher Education Institution (HEI). There are two components to the project, the first component being strengthening the governance of the tertiary education system. For this component the concept of governance includes the aspects of providing: (a) reliable information to improve both transparency and decision-making: (b) standards and benchmarks to allow for measuring results and facilitating accountability: (c) providing incentives to encourage good management and create a culture of results; and (d) accountability mechanisms to hold service providers answerable for processes and outcomes. The second component is the improvement of the effectiveness of the tertiary education institutions. This component includes three sub-components: performance based contracts (PBC); diversifying and increasing access to short term tertiary education; and improving the learning environment.",0.04314377,0.027559562,-0.020121196
P117444,2011,0.0,0.0,0.0,"GZ-Palestinian P. NGO IV To provide social services to those who are poor, vulnerable or marginalized through NGOs and to strengthen the institutional capacity of these organizations The objective of the Fourth Palestinian Non-Governmental Organization (NGO) Project for West Bank and Gaza is to provide social services to those who are poor, vulnerable or marginalized through NGOs and to strengthen the institutional capacity of these organizations. There are three components to the project, the first component being NGO grants for social and productive services. This component includes four sub-grants to NGOs for social service delivery (empowerment, mentoring, innovation and emergency grants) of which the Bank will only finance one type (Empowerment) given its limited funding amount. The grants will focus on subsectors and themes where NGOs have a comparative advantage. These sub-grants will target poor and/or vulnerable groups who are socially isolated (people with special needs, youth, orphans, elderly, poor farmers, women-headed households, etc.). The second component is the NGO sector development. This component aims to develop the NGO sector as a whole to become more responsive, transparent and accountable to Palestinian communities by setting standards, promoting knowledge sharing and collaboration within the sector, and strategic policy research and planning. Finally, the third component is the project management, monitoring and evaluation.",-0.038189415,-0.04552777,0.043021057
P167350,2020,0.56,0.46,0.1,"Green National Highways Corridor Project The Project Development Objective is to demonstrate safe and green National Highway corridors in selected States and enhance the institutional capacity of the Ministry of Road Transport and Highways in mainstreaming safety and green technologies. The development objective of Green National Highways Corridor Project for India is to demonstrate safe and green National Highway corridors in selected States and enhance the institutional capacity of the Ministry of Road Transport and Highways in mainstreaming safety and green technologies. This project has three components. 1) The first component, Green Highway Corridor Improvement and Maintenance, includes upgradation and maintenance for five years of about seven hundred and eighty three kilometers of selected existing National Highways in the states of Rajasthan, Himachal Pradesh, Uttar Pradesh and Andhra Pradesh incorporating green technologies and demonstrating resource efficiency, climate resilience, green and safety aspects. 2) The second component, Institutional Capacity Enhancement, has the following subcomponents: (i) Development and implementation of a Climate Adaptation Policy and guidelines and mainstreaming climate resilience in National Highways design and construction processes; (ii) Development and implementation of policy for reducing emissions from transport services; (iii) Research and Development and mainstreaming green technologies in National Highways design and construction processes; (iv) Development and implementation of guidelines and model documents for mainstreaming safety and green technologies; (v) Mainstreaming safety and green technologies in the development of highways; and (vi) Implementing Enterprise Resource Planning (ERP) solution in Ministry of Road Transport and Highways  (MoRTH) and its implementing agencies. 3) The third component, Road Safety, has the following subcomponents: (i) Support to improve road safety data analytics and highway safety monitoring and implementation; (ii) Support for operationalization of the National Road Safety Board; (iii) Strengthening highway patrol and emergency response along the project highways; and (iv) Capacity building and training.",0.7430027,0.22376202,0.4744422
P179829,2024,0.03,0.02,0.0,"Promoting Job Opportunities and Skills Development in El Salvador The project development objective is to facilitate access to employment opportunities and promote skills development of selected groups. The  objective of the Promoting Job Opportunities and Skills Development Project is to improve access to employment opportunities and skills development of selected vulnerable groups of El Salvador, and in case of an eligible crisis or emergency, respond promptly and effectively to it.  There are five components to the project, the first component being aims to improve access to and delivery of demand-driven skills, promote entry to private sector jobs, and enhance the employment support ecosystem. This component includes three subcomponents: enhancing access to and delivery of demand-driven skills for employability, promoting access to private sector jobs, and enhancing the employment support ecosystem. The second component is the promoting entrepreneurship opportunities. The component will support entrepreneurship development of startups and existing businesses led by youth and young adult entrepreneurs. This component includes two subcomponents: skills training and technical support for entrepreneurship, and entrepreneurship financing through entrepreneur grants. The third component is the enhancing access to integrated service delivery through adequate infrastructure. The component will implement a service delivery modality to facilitate the integration of and access to interventions under components 1 and 2, through adequate infrastructure in selected areas. The fourth component is the project management, monitoring and evaluation, and institutional strengthening. This component includes two subcomponents: strengthening of MINEC for project management, monitoring and evaluation (US9.13 million dollars). The subcomponent will finance a dedicated Project Implementation Unit (PIU) in MINEC and administrative and technology support; and strengthening of BANDESAL to support payment of project benefits (US1.23 million dollars). This subcomponent will expand the institutional capacity of BANDESAL to deliver payments to project beneficiaries, while leveraging its experience and know-how. Finally, the fifth component is the contingent emergency response component. This component will provide immediate response to an eligible crisis or emergency, as needed. An eligible crisis or emergency is an event that has caused, or is likely to imminently cause, a major adverse economic and/or social impact associated with natural or man-made crises or disasters.",0.015354091,0.019894578,0.02674172
P155645,2017,0.0,0.0,0.0,"Burkina-Faso eGovernment Project Proposed Development Objective(s)

The proposed Project Development Objective (PDO) is to improve capacity and use of ICTs by the public administrations and agencies for (i) the provision of information and public e-services and (ii) to foster entrepreneurship inthe digital economy, with a specific focus on agriculture and rural areas. The objective of the eBurkina Project is to improve capacity and use of ICTs by the public administrations and agencies for (i) the provision of information and public e-services and (ii) to foster entrepreneurship in the digital economy, with a specific focus on agriculture and rural areas. There are four components to the project, the first component being enabling environment for e-Government, including policy, legal and regulatory frameworks.  The aim of this component is to create an enabling environment conducive to a successful implementation of e-Government projects. This component will include: (i) review and upgrade the e-Government strategy, including a stocktaking of public websites and e-Services; (ii) a feasibility study of the digitization of administrative procedures; (iii) policy and regulatory support and advice on legal framework to enable the development and use of e-services; and (iv) support to the establishment of a dedicated governance and institutional framework for e-Government. The second component is the data management and digital platform for e-service delivery. The direct outputs of this component will be a shared digital platform to be used by government units, key public information, open data, a central government portal, as well as targeted e-Services. Information and e-services will be designed to serve an inclusive audience, including women and young girls. The third component is the foster local skills and entrepreneurship in the digital economy. This component will include conducting detailed feasibility studies for each incubator to finalize the concept and preparing a study aimed at creating the governance structure and sustainable business model of the incubator. Finally, the fourth component is the project management, monitoring and evaluation. This component will support ANPTIC in project management as the implementing agency and will also cover training, office equipment, operating costs, audits, sensitization and communications as well as monitoring and evaluation. ANPTIC will be responsible for project implementation and execution with initial support on financial management and procurement from the already established Permanent Secretariat of the Transport Sector Program (SP-PST).",0.01771043,-0.016850198,-0.006735222
P179440,2023,0.09,0.08,0.01,"Integrated Social Protection Inclusion and Resilience Project (INSPIRE) The Project development objectives (PDO) are to increase the efficiency of integrated social protection services and to promote economic inclusion and access to shock-responsive assistance, including climate shocks, for the poor and extreme poor, and in case of an Eligible Crisis or Emergency, respond promptly and effectively to it. The objectives of the Integrated Social Protection Inclusion and Resilience Project for Dominican Republic are to increase the efficiency of integrated social protection services and to promote economic inclusion and access to shock-responsive assistance, including climate shocks, for the poor and extreme poor, and in case of an eligible crisis or emergency, respond promptly and effectively to it. There are five components to the project, the first component being promoting human capital and increased resilience against shocks, including climate shocks, through cash transfers. This component includes two subcomponents: supporting anti-poverty strategy and cash transfer program, Former PROSOLI Program (SUPERATE) cash transfers, supporting SUPERATE emergency transfers. The second component is the promoting economic inclusion of vulnerable youth. This component includes three subcomponents: life skills and financial literacy training, labor market orientation, and mentoring, learning courses and apprenticeship for wage employment, self-employment, and micro-entrepreneurship for income-generating activities. The third component is the improving the efficiency of the delivery of integrated social protection services. This component includes three subcomponents: transformation of SIUBEN, modernization of payment system, and strengthening of SUPERATE’s capacity to improve service delivery. The fourth component is the project administration and evaluation. Finally, the fifth component is the contingent emergency response component.",0.21815576,0.17381111,0.06715173
P112264,2011,0.0,0.0,0.0,"Strengthening the Business Environment for Enhanced Economic Growth DPL The objective is to support economic policies that will strengthen Mexico's business environment and the micro-economic foundations for enhanced economic growth and employment generation. The overall program development objective of the Mexico Strengthening the Business Environment for Enhanced Economic Growth Development Policy Loan is to support economic policies that will strengthen Mexico´s business environment and the micro-economic foundations for enhanced economic growth and employment generation. This will be achieved by: (i) strengthening the conditions for competition in crucial markets, in particular the telecommunications sector and public procurement; (ii) streamlining business regulations that will lower trade and other transactions costs and facilitate the adoption of new technologies; (iii) improving the regulatory framework to foster financial sector access, stability and market transparency; and (iv) promoting public-private partnerships in infrastructure to expand core infrastructure services essential to the productivity of Mexican firms. The four pillars are mutually reinforcing. Improving telecommunication services is critical to support mobile banking operations so as to expand access to finance and to build the e-platform necessary to modernize business regulations and public procurement. The streamlining of business regulations together with the expansion of infrastructure through greater private participation will help reduce logistics costs of Mexican firms increasing their competitiveness and facilitating their access to new export markets. Modern business regulations and greater access to finance will increase the incentives of becoming formal, the former by reducing the costs of formality and the latter by making it easier to exploit its benefits.",0.0995312,-0.009195986,0.044984587
